Transaction_ID,City,Gender,Date,Ticket_Quantity,Ticket_Price,Airline,Payment_Method,Total,cluster
250,Surabaya,Male,2024-01-18,5,1154117.0,Citilink,E-Wallet,5770585.0,0
251,Surabaya,Male,2024-01-20,5,1994570.0,Lion Air,Transfer Bank,9972850.0,3
252,Medan,Female,2024-02-14,2,901764.0,Lion Air,E-Wallet,1803528.0,2
253,Jakarta,Female,2024-02-28,3,1797831.0,Lion Air,Credit Card,5393493.0,1
254,Jakarta,Female,2024-01-26,1,836633.0,Citilink,E-Wallet,836633.0,2
255,Jakarta,Male,2024-03-06,3,1601872.0,Citilink,E-Wallet,4805616.0,1
256,Surabaya,Female,2024-02-07,3,965170.0,Lion Air,Credit Card,2895510.0,2
257,Jakarta,Male,2024-01-06,3,581857.0,Garuda,Credit Card,1745571.0,2
258,Surabaya,Male,2024-01-03,2,1827793.0,Lion Air,Transfer Bank,3655586.0,1
259,Jakarta,Female,2024-01-21,3,1289357.0,Garuda,Credit Card,3868071.0,0
260,Surabaya,Female,2024-03-27,2,1925497.0,Citilink,Transfer Bank,3850994.0,1
261,Medan,Female,2024-03-30,2,1568706.0,Lion Air,Transfer Bank,3137412.0,1
262,Medan,Female,2024-02-18,1,816316.0,Lion Air,Transfer Bank,816316.0,2
263,Medan,Male,2024-01-22,5,1497898.0,Garuda,Credit Card,7489490.0,3
264,Jakarta,Female,2024-03-24,2,1615328.0,Lion Air,Transfer Bank,3230656.0,1
265,Surabaya,Female,2024-02-14,1,1810540.0,Citilink,Transfer Bank,1810540.0,4
266,Jakarta,Female,2024-01-30,5,1654130.0,Garuda,Credit Card,8270650.0,3
267,Jakarta,Female,2024-02-01,2,1513421.0,Citilink,Credit Card,3026842.0,1
268,Medan,Female,2024-01-02,4,840292.0,Garuda,Transfer Bank,3361168.0,0
269,Jakarta,Male,2024-02-17,5,564991.0,Garuda,Credit Card,2824955.0,0
270,Medan,Male,2024-02-08,5,851897.0,Garuda,Credit Card,4259485.0,0
271,Surabaya,Male,2024-01-30,3,966620.0,Lion Air,E-Wallet,2899860.0,2
272,Jakarta,Male,2024-02-01,5,1222422.0,Garuda,Credit Card,6112110.0,0
273,Medan,Male,2024-01-27,4,1147194.0,Garuda,E-Wallet,4588776.0,0
274,Medan,Male,2024-01-12,1,957581.0,Citilink,E-Wallet,957581.0,2
275,Jakarta,Female,2024-02-15,3,1479221.0,Citilink,Credit Card,4437663.0,0
276,Medan,Male,2024-03-27,1,844964.0,Garuda,E-Wallet,844964.0,2
277,Surabaya,Female,2024-03-19,2,1744271.0,Lion Air,Transfer Bank,3488542.0,1
278,Jakarta,Male,2024-02-29,5,1793780.0,Garuda,Transfer Bank,8968900.0,3
279,Surabaya,Female,2024-02-19,1,1760631.0,Garuda,Transfer Bank,1760631.0,4
280,Jakarta,Male,2024-03-07,3,647510.0,Citilink,E-Wallet,1942530.0,2
281,Surabaya,Female,2024-03-19,1,1688762.0,Lion Air,E-Wallet,1688762.0,4
282,Medan,Female,2024-03-09,1,1647177.0,Lion Air,Credit Card,1647177.0,4
283,Medan,Female,2024-02-09,1,1294239.0,Garuda,E-Wallet,1294239.0,4
284,Medan,Female,2024-01-10,2,1457253.0,Lion Air,Transfer Bank,2914506.0,1
285,Medan,Female,2024-02-15,3,1790118.0,Lion Air,E-Wallet,5370354.0,1
286,Medan,Male,2024-03-26,2,575185.0,Citilink,Transfer Bank,1150370.0,2
287,Medan,Female,2024-01-03,3,1087477.0,Garuda,Transfer Bank,3262431.0,2
288,Surabaya,Male,2024-02-19,5,891748.0,Lion Air,Credit Card,4458740.0,0
289,Jakarta,Female,2024-02-08,4,1069906.0,Citilink,Credit Card,4279624.0,0
290,Jakarta,Male,2024-02-13,2,579056.0,Garuda,E-Wallet,1158112.0,2
291,Surabaya,Female,2024-03-06,2,1529317.0,Citilink,E-Wallet,3058634.0,1
292,Surabaya,Male,2024-02-23,4,1911016.0,Citilink,Credit Card,7644064.0,3
293,Medan,Male,2024-02-26,4,962172.0,Garuda,E-Wallet,3848688.0,0
294,Medan,Male,2024-03-29,3,1859466.0,Garuda,Transfer Bank,5578398.0,1
295,Surabaya,Female,2024-02-07,3,746142.0,Lion Air,Transfer Bank,2238426.0,2
296,Surabaya,Male,2024-01-30,1,719950.0,Citilink,E-Wallet,719950.0,2
297,Medan,Male,2024-03-10,1,1317490.0,Garuda,E-Wallet,1317490.0,4
298,Jakarta,Male,2024-03-19,5,921788.0,Citilink,E-Wallet,4608940.0,0
299,Surabaya,Male,2024-01-21,4,1333664.0,Garuda,Transfer Bank,5334656.0,0
300,Medan,Male,2024-02-27,4,1105268.0,Lion Air,Transfer Bank,4421072.0,0
301,Surabaya,Female,2024-03-24,5,1852412.0,Garuda,E-Wallet,9262060.0,3
302,Medan,Male,2024-01-13,3,704669.0,Garuda,Credit Card,2114007.0,2
303,Medan,Female,2024-03-15,1,1083563.0,Garuda,E-Wallet,1083563.0,2
304,Surabaya,Female,2024-03-08,1,1658964.0,Garuda,Transfer Bank,1658964.0,4
305,Surabaya,Female,2024-02-22,3,735078.0,Citilink,Credit Card,2205234.0,2
306,Surabaya,Female,2024-02-03,4,1319518.0,Lion Air,Transfer Bank,5278072.0,0
307,Surabaya,Female,2024-03-18,1,1596909.0,Citilink,E-Wallet,1596909.0,4
308,Surabaya,Female,2024-02-28,4,1284048.0,Garuda,Credit Card,5136192.0,0
309,Surabaya,Female,2024-02-27,5,1854520.0,Citilink,E-Wallet,9272600.0,3
310,Surabaya,Male,2024-02-07,1,1165635.0,Lion Air,E-Wallet,1165635.0,4
311,Surabaya,Female,2024-01-12,5,874993.0,Lion Air,Transfer Bank,4374965.0,0
312,Surabaya,Male,2024-03-18,4,965886.0,Garuda,Transfer Bank,3863544.0,0
313,Surabaya,Female,2024-02-25,4,1706196.0,Citilink,Credit Card,6824784.0,3
314,Surabaya,Female,2024-01-14,5,1752890.0,Garuda,E-Wallet,8764450.0,3
315,Medan,Male,2024-03-29,4,1580942.0,Garuda,E-Wallet,6323768.0,3
316,Medan,Female,2024-01-19,2,704455.0,Lion Air,E-Wallet,1408910.0,2
317,Surabaya,Male,2024-03-22,1,1241150.0,Lion Air,E-Wallet,1241150.0,4
318,Surabaya,Female,2024-03-16,4,1653548.0,Citilink,Credit Card,6614192.0,3
319,Surabaya,Female,2024-03-07,3,649486.0,Lion Air,Transfer Bank,1948458.0,2
320,Jakarta,Female,2024-02-23,3,1213953.0,Garuda,Credit Card,3641859.0,2
321,Medan,Female,2024-03-13,5,1821093.0,Garuda,Credit Card,9105465.0,3
322,Jakarta,Female,2024-01-28,3,689453.0,Citilink,E-Wallet,2068359.0,2
323,Medan,Male,2024-03-26,4,1239031.0,Garuda,Transfer Bank,4956124.0,0
324,Jakarta,Female,2024-01-01,4,744146.0,Citilink,Credit Card,2976584.0,0
325,Medan,Female,2024-01-12,5,1792714.0,Lion Air,Credit Card,8963570.0,3
326,Jakarta,Female,2024-03-08,1,754881.0,Lion Air,E-Wallet,754881.0,2
327,Jakarta,Female,2024-03-28,1,594351.0,Citilink,E-Wallet,594351.0,2
328,Medan,Female,2024-03-03,1,802393.0,Garuda,Transfer Bank,802393.0,2
329,Medan,Female,2024-03-01,4,1303929.0,Garuda,Credit Card,5215716.0,0
330,Medan,Male,2024-01-03,3,1821258.0,Garuda,Credit Card,5463774.0,1
331,Surabaya,Female,2024-01-06,5,655069.0,Lion Air,E-Wallet,3275345.0,0
332,Medan,Male,2024-01-01,2,1995007.0,Garuda,E-Wallet,3990014.0,1
333,Surabaya,Female,2024-03-21,4,1936221.0,Lion Air,Credit Card,7744884.0,3
334,Jakarta,Female,2024-01-03,4,652810.0,Garuda,E-Wallet,2611240.0,0
335,Jakarta,Female,2024-02-20,5,1867369.0,Lion Air,E-Wallet,9336845.0,3
336,Medan,Male,2024-01-03,3,1981615.0,Citilink,E-Wallet,5944845.0,1
337,Medan,Male,2024-01-09,2,1931065.0,Citilink,Transfer Bank,3862130.0,1
338,Surabaya,Male,2024-01-18,3,1080734.0,Citilink,E-Wallet,3242202.0,2
339,Medan,Female,2024-01-26,2,1390929.0,Garuda,Credit Card,2781858.0,1
340,Surabaya,Female,2024-01-22,3,658952.0,Garuda,Credit Card,1976856.0,2
341,Medan,Female,2024-03-05,1,1528017.0,Garuda,Transfer Bank,1528017.0,4
342,Surabaya,Male,2024-03-23,1,823859.0,Garuda,E-Wallet,823859.0,2
343,Jakarta,Male,2024-03-10,2,719320.0,Lion Air,Transfer Bank,1438640.0,2
344,Surabaya,Female,2024-01-26,4,934943.0,Citilink,Credit Card,3739772.0,0
345,Surabaya,Female,2024-03-25,1,1121938.0,Citilink,E-Wallet,1121938.0,4
346,Surabaya,Male,2024-03-02,5,1009502.0,Citilink,Credit Card,5047510.0,0
347,Medan,Female,2024-03-09,5,1380733.0,Lion Air,Transfer Bank,6903665.0,3
348,Medan,Female,2024-03-22,3,601219.0,Citilink,Transfer Bank,1803657.0,2
349,Medan,Female,2024-01-15,1,889850.0,Citilink,Credit Card,889850.0,2
350,Jakarta,Female,2024-01-20,4,1107078.0,Garuda,E-Wallet,4428312.0,0
351,Medan,Male,2024-02-17,3,1358065.0,Lion Air,Transfer Bank,4074195.0,0
352,Surabaya,Female,2024-01-28,5,1160232.0,Garuda,E-Wallet,5801160.0,0
353,Surabaya,Male,2024-02-26,3,1176630.0,Citilink,Transfer Bank,3529890.0,2
354,Medan,Male,2024-02-06,2,1163360.0,Lion Air,Transfer Bank,2326720.0,2
355,Medan,Male,2024-02-20,3,1723191.0,Lion Air,Credit Card,5169573.0,1
356,Jakarta,Female,2024-03-13,3,793710.0,Lion Air,E-Wallet,2381130.0,2
357,Surabaya,Male,2024-03-30,4,1845278.0,Garuda,Credit Card,7381112.0,3
358,Jakarta,Female,2024-01-20,1,1013383.0,Garuda,Credit Card,1013383.0,2
359,Jakarta,Female,2024-01-07,5,1871905.0,Lion Air,Credit Card,9359525.0,3
360,Medan,Male,2024-02-20,3,714126.0,Garuda,Transfer Bank,2142378.0,2
361,Medan,Female,2024-02-27,1,1700566.0,Citilink,E-Wallet,1700566.0,4
362,Surabaya,Female,2024-01-09,5,562367.0,Lion Air,E-Wallet,2811835.0,0
363,Medan,Female,2024-02-02,4,1890439.0,Citilink,Credit Card,7561756.0,3
364,Surabaya,Female,2024-03-26,3,1955014.0,Citilink,E-Wallet,5865042.0,1
365,Surabaya,Female,2024-03-05,1,576186.0,Garuda,Credit Card,576186.0,2
366,Jakarta,Male,2024-01-08,3,1704277.0,Lion Air,Transfer Bank,5112831.0,1
367,Medan,Female,2024-02-19,2,725102.0,Citilink,Transfer Bank,1450204.0,2
368,Medan,Male,2024-02-17,1,1512435.0,Garuda,Credit Card,1512435.0,4
369,Surabaya,Male,2024-03-03,3,1865885.0,Lion Air,E-Wallet,5597655.0,1
370,Jakarta,Female,2024-03-29,2,1860919.0,Garuda,E-Wallet,3721838.0,1
371,Medan,Male,2024-03-13,3,820145.0,Citilink,Credit Card,2460435.0,2
372,Medan,Female,2024-03-21,3,660813.0,Citilink,Transfer Bank,1982439.0,2
373,Medan,Female,2024-03-15,3,1479096.0,Lion Air,Transfer Bank,4437288.0,0
374,Medan,Female,2024-03-23,5,1509378.0,Citilink,E-Wallet,7546890.0,3
375,Medan,Female,2024-03-26,3,984660.0,Citilink,Credit Card,2953980.0,2
376,Jakarta,Male,2024-01-09,5,1980178.0,Citilink,E-Wallet,9900890.0,3
377,Medan,Female,2024-01-10,3,737972.0,Lion Air,E-Wallet,2213916.0,2
378,Surabaya,Female,2024-03-29,5,787870.0,Citilink,Credit Card,3939350.0,0
379,Jakarta,Male,2024-01-21,3,1168057.0,Citilink,Credit Card,3504171.0,2
380,Medan,Female,2024-03-15,2,1378767.0,Garuda,Transfer Bank,2757534.0,1
381,Surabaya,Female,2024-01-20,4,1770227.0,Garuda,E-Wallet,7080908.0,3
382,Jakarta,Male,2024-01-12,4,1909254.0,Citilink,E-Wallet,7637016.0,3
383,Medan,Male,2024-02-19,1,528000.0,Citilink,E-Wallet,528000.0,2
384,Medan,Female,2024-03-19,3,1844389.0,Garuda,E-Wallet,5533167.0,1
385,Surabaya,Male,2024-01-06,1,1004251.0,Lion Air,Credit Card,1004251.0,2
386,Medan,Male,2024-01-17,2,667328.0,Garuda,Credit Card,1334656.0,2
387,Jakarta,Male,2024-02-26,5,989100.0,Citilink,E-Wallet,4945500.0,0
388,Medan,Female,2024-03-09,3,1842230.0,Lion Air,E-Wallet,5526690.0,1
389,Jakarta,Female,2024-03-19,2,1000889.0,Lion Air,E-Wallet,2001778.0,2
390,Surabaya,Female,2024-02-20,1,1004322.0,Garuda,E-Wallet,1004322.0,2
391,Surabaya,Female,2024-03-07,3,1418973.0,Citilink,E-Wallet,4256919.0,0
392,Jakarta,Female,2024-01-03,4,1507917.0,Lion Air,E-Wallet,6031668.0,3
393,Jakarta,Male,2024-03-19,2,1285639.0,Garuda,E-Wallet,2571278.0,1
394,Surabaya,Female,2024-02-17,3,1980482.0,Citilink,Credit Card,5941446.0,1
395,Jakarta,Male,2024-03-12,2,1940440.0,Citilink,E-Wallet,3880880.0,1
396,Medan,Female,2024-01-06,3,1704900.0,Lion Air,E-Wallet,5114700.0,1
397,Surabaya,Male,2024-01-05,1,1658418.0,Citilink,Transfer Bank,1658418.0,4
398,Surabaya,Female,2024-01-16,3,721995.0,Garuda,Credit Card,2165985.0,2
399,Jakarta,Male,2024-02-22,4,636967.0,Citilink,Credit Card,2547868.0,0
400,Jakarta,Female,2024-01-17,2,1954052.0,Garuda,E-Wallet,3908104.0,1
401,Jakarta,Female,2024-02-08,1,617123.0,Lion Air,Transfer Bank,617123.0,2
402,Jakarta,Female,2024-01-05,2,1708846.0,Garuda,Credit Card,3417692.0,1
403,Surabaya,Female,2024-03-28,2,571330.0,Lion Air,E-Wallet,1142660.0,2
404,Medan,Male,2024-03-31,1,767832.0,Citilink,E-Wallet,767832.0,2
405,Surabaya,Male,2024-01-25,5,1127283.0,Garuda,Transfer Bank,5636415.0,0
406,Surabaya,Male,2024-01-21,3,1955527.0,Garuda,E-Wallet,5866581.0,1
407,Medan,Male,2024-01-08,3,1135269.0,Lion Air,Transfer Bank,3405807.0,2
408,Jakarta,Male,2024-02-15,4,707087.0,Lion Air,E-Wallet,2828348.0,0
409,Jakarta,Female,2024-02-03,3,761333.0,Lion Air,Credit Card,2283999.0,2
410,Surabaya,Male,2024-03-19,4,1495013.0,Citilink,E-Wallet,5980052.0,3
411,Jakarta,Male,2024-02-04,5,1961488.0,Garuda,E-Wallet,9807440.0,3
412,Surabaya,Female,2024-01-26,3,593467.0,Lion Air,Credit Card,1780401.0,2
413,Surabaya,Male,2024-02-04,3,1811398.0,Citilink,E-Wallet,5434194.0,1
414,Jakarta,Female,2024-02-22,1,1289663.0,Citilink,Credit Card,1289663.0,4
415,Jakarta,Female,2024-01-15,4,757557.0,Citilink,Transfer Bank,3030228.0,0
416,Jakarta,Male,2024-03-07,4,1359132.0,Garuda,E-Wallet,5436528.0,0
417,Jakarta,Female,2024-02-10,1,1549442.0,Citilink,Credit Card,1549442.0,4
418,Jakarta,Male,2024-01-09,3,1417676.0,Citilink,Credit Card,4253028.0,0
419,Medan,Male,2024-02-05,2,1888103.0,Garuda,Credit Card,3776206.0,1
420,Jakarta,Female,2024-02-21,3,1463702.0,Garuda,Credit Card,4391106.0,0
421,Medan,Female,2024-02-27,1,1130227.0,Lion Air,Transfer Bank,1130227.0,4
422,Surabaya,Female,2024-03-30,3,941540.0,Lion Air,Credit Card,2824620.0,2
423,Surabaya,Male,2024-01-10,3,1085913.0,Garuda,Transfer Bank,3257739.0,2
424,Jakarta,Female,2024-01-30,1,887927.0,Garuda,Credit Card,887927.0,2
425,Medan,Female,2024-02-27,5,1143172.0,Citilink,Transfer Bank,5715860.0,0
426,Jakarta,Female,2024-03-21,5,1035792.0,Lion Air,Transfer Bank,5178960.0,0
427,Jakarta,Female,2024-03-29,1,1229441.0,Citilink,Credit Card,1229441.0,4
428,Surabaya,Male,2024-03-15,4,596582.0,Citilink,E-Wallet,2386328.0,0
429,Surabaya,Female,2024-02-28,3,1842778.0,Lion Air,Credit Card,5528334.0,1
430,Jakarta,Male,2024-01-31,3,1769206.0,Lion Air,Credit Card,5307618.0,1
431,Medan,Male,2024-03-16,5,1358978.0,Citilink,Credit Card,6794890.0,3
432,Surabaya,Female,2024-01-25,4,1866731.0,Garuda,Credit Card,7466924.0,3
433,Surabaya,Female,2024-03-30,4,1039387.0,Lion Air,Credit Card,4157548.0,0
434,Surabaya,Male,2024-02-08,5,1723985.0,Lion Air,E-Wallet,8619925.0,3
435,Medan,Female,2024-02-25,5,776891.0,Garuda,E-Wallet,3884455.0,0
436,Medan,Male,2024-03-17,3,1957086.0,Garuda,E-Wallet,5871258.0,1
437,Medan,Male,2024-01-30,2,1081498.0,Citilink,Credit Card,2162996.0,2
438,Surabaya,Male,2024-01-03,1,1383928.0,Garuda,Transfer Bank,1383928.0,4
439,Surabaya,Male,2024-01-31,3,801357.0,Garuda,E-Wallet,2404071.0,2
440,Surabaya,Female,2024-03-25,3,1380775.0,Citilink,E-Wallet,4142325.0,0
441,Medan,Male,2024-02-15,3,830857.0,Citilink,Credit Card,2492571.0,2
442,Medan,Male,2024-02-04,2,1793609.0,Lion Air,Credit Card,3587218.0,1
443,Medan,Female,2024-01-13,1,1867200.0,Garuda,E-Wallet,1867200.0,4
444,Surabaya,Female,2024-01-30,3,718928.0,Lion Air,Transfer Bank,2156784.0,2
445,Surabaya,Female,2024-03-10,3,1279841.0,Garuda,Transfer Bank,3839523.0,0
446,Surabaya,Male,2024-01-11,5,1597016.0,Garuda,Credit Card,7985080.0,3
447,Jakarta,Female,2024-01-11,5,972544.0,Garuda,Transfer Bank,4862720.0,0
448,Jakarta,Female,2024-03-08,3,1119900.0,Garuda,Credit Card,3359700.0,2
449,Medan,Female,2024-01-22,3,665282.0,Garuda,Credit Card,1995846.0,2
450,Medan,Female,2024-03-09,4,999306.0,Garuda,Credit Card,3997224.0,0
451,Surabaya,Female,2024-01-31,5,1277089.0,Citilink,Credit Card,6385445.0,0
452,Medan,Female,2024-01-31,4,1624172.0,Garuda,Credit Card,6496688.0,3
453,Medan,Female,2024-03-27,1,749766.0,Lion Air,E-Wallet,749766.0,2
454,Surabaya,Male,2024-01-03,2,1698456.0,Garuda,Credit Card,3396912.0,1
455,Surabaya,Female,2024-02-04,4,829424.0,Lion Air,Transfer Bank,3317696.0,0
456,Medan,Male,2024-03-25,1,1655524.0,Garuda,Transfer Bank,1655524.0,4
457,Jakarta,Male,2024-02-29,4,761139.0,Garuda,E-Wallet,3044556.0,0
458,Surabaya,Male,2024-03-25,1,1582268.0,Lion Air,E-Wallet,1582268.0,4
459,Jakarta,Female,2024-01-10,4,1839766.0,Citilink,Transfer Bank,7359064.0,3
460,Medan,Male,2024-03-16,2,767481.0,Citilink,Credit Card,1534962.0,2
461,Medan,Male,2024-01-27,1,1512063.0,Garuda,Credit Card,1512063.0,4
462,Surabaya,Male,2024-01-12,3,1294724.0,Citilink,E-Wallet,3884172.0,0
463,Jakarta,Female,2024-03-27,4,1094810.0,Citilink,Credit Card,4379240.0,0
464,Medan,Female,2024-03-26,3,1557914.0,Citilink,E-Wallet,4673742.0,1
465,Jakarta,Male,2024-03-27,1,1547054.0,Garuda,Transfer Bank,1547054.0,4
466,Medan,Female,2024-03-27,5,1007000.0,Garuda,Transfer Bank,5035000.0,0
467,Medan,Female,2024-01-15,1,1052680.0,Garuda,E-Wallet,1052680.0,2
468,Jakarta,Male,2024-01-26,5,1654384.0,Lion Air,Transfer Bank,8271920.0,3
469,Medan,Male,2024-01-28,2,1686259.0,Lion Air,Transfer Bank,3372518.0,1
470,Jakarta,Male,2024-01-13,2,1989752.0,Garuda,Credit Card,3979504.0,1
471,Jakarta,Male,2024-02-13,3,1909574.0,Citilink,E-Wallet,5728722.0,1
472,Surabaya,Female,2024-02-07,4,1899993.0,Lion Air,E-Wallet,7599972.0,3
473,Medan,Female,2024-01-04,3,1899175.0,Citilink,Credit Card,5697525.0,1
474,Surabaya,Female,2024-03-18,3,1747891.0,Citilink,Transfer Bank,5243673.0,1
475,Jakarta,Female,2024-02-16,1,1498317.0,Garuda,E-Wallet,1498317.0,4
476,Medan,Male,2024-01-08,5,697211.0,Garuda,Transfer Bank,3486055.0,0
477,Medan,Male,2024-03-06,1,935674.0,Lion Air,Transfer Bank,935674.0,2
478,Jakarta,Female,2024-01-08,3,1889878.0,Lion Air,E-Wallet,5669634.0,1
479,Jakarta,Male,2024-03-29,2,1958209.0,Citilink,Transfer Bank,3916418.0,1
480,Medan,Male,2024-03-31,1,1612737.0,Garuda,E-Wallet,1612737.0,4
481,Jakarta,Female,2024-03-15,1,592248.0,Garuda,Credit Card,592248.0,2
482,Surabaya,Female,2024-02-28,4,1781589.0,Garuda,E-Wallet,7126356.0,3
483,Medan,Female,2024-02-28,5,758799.0,Garuda,E-Wallet,3793995.0,0
484,Jakarta,Female,2024-01-17,4,1613323.0,Citilink,Credit Card,6453292.0,3
485,Surabaya,Male,2024-01-30,4,979564.0,Lion Air,Transfer Bank,3918256.0,0
486,Surabaya,Female,2024-02-20,1,748070.0,Lion Air,Credit Card,748070.0,2
487,Jakarta,Female,2024-02-26,4,745609.0,Lion Air,E-Wallet,2982436.0,0
488,Jakarta,Male,2024-01-10,1,687857.0,Lion Air,Credit Card,687857.0,2
489,Surabaya,Female,2024-02-03,3,1997273.0,Citilink,E-Wallet,5991819.0,1
490,Medan,Male,2024-01-15,4,1276533.0,Citilink,Credit Card,5106132.0,0
491,Jakarta,Female,2024-03-26,2,1118636.0,Lion Air,E-Wallet,2237272.0,2
492,Medan,Female,2024-01-25,4,811142.0,Citilink,E-Wallet,3244568.0,0
493,Jakarta,Male,2024-01-14,1,1125190.0,Lion Air,Credit Card,1125190.0,4
494,Jakarta,Female,2024-01-25,1,1803779.0,Lion Air,Transfer Bank,1803779.0,4
495,Jakarta,Female,2024-02-22,1,738270.0,Garuda,Transfer Bank,738270.0,2
496,Jakarta,Male,2024-01-17,1,1255557.0,Garuda,E-Wallet,1255557.0,4
497,Surabaya,Female,2024-03-06,3,1303938.0,Citilink,E-Wallet,3911814.0,0
498,Medan,Female,2024-03-25,3,1773797.0,Garuda,Credit Card,5321391.0,1
499,Medan,Male,2024-02-17,3,883629.0,Garuda,Transfer Bank,2650887.0,2
500,Medan,Male,2024-01-02,3,907876.0,Citilink,E-Wallet,2723628.0,2
